"Statistic","Year","Region","UNIT","VALUE"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","State","Euro Million","79871"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Northern and Western","Euro Million","9676"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Border","Euro Million","4159"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","West","Euro Million","5518"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Southern","Euro Million","20404"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Mid-West","Euro Million","6242"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","South-East","Euro Million","4812"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","South-West","Euro Million","9350"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Eastern and Midland","Euro Million","49791"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Dublin","Euro Million","39493"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Dublin and Mid-East","Euro Million","46626"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Mid-East","Euro Million","7133"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2003","Midland","Euro Million","3165"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","State","Euro Million","86894"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Northern and Western","Euro Million","10641"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Border","Euro Million","4620"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","West","Euro Million","6021"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Southern","Euro Million","21924"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Mid-West","Euro Million","6676"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","South-East","Euro Million","5160"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","South-West","Euro Million","10089"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Eastern and Midland","Euro Million","54329"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Dublin","Euro Million","42934"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Dublin and Mid-East","Euro Million","50895"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Mid-East","Euro Million","7961"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2004","Midland","Euro Million","3434"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","State","Euro Million","96612"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Northern and Western","Euro Million","11465"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Border","Euro Million","4936"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","West","Euro Million","6528"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Southern","Euro Million","24523"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Mid-West","Euro Million","7385"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","South-East","Euro Million","5773"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","South-West","Euro Million","11365"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Eastern and Midland","Euro Million","60625"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Dublin","Euro Million","47950"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Dublin and Mid-East","Euro Million","56871"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Mid-East","Euro Million","8921"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2005","Midland","Euro Million","3753"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","State","Euro Million","105251"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Northern and Western","Euro Million","12416"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Border","Euro Million","5340"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","West","Euro Million","7076"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Southern","Euro Million","26972"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Mid-West","Euro Million","8090"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","South-East","Euro Million","6449"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","South-West","Euro Million","12433"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Eastern and Midland","Euro Million","65862"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Dublin","Euro Million","51759"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Dublin and Mid-East","Euro Million","61783"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Mid-East","Euro Million","10024"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2006","Midland","Euro Million","4080"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","State","Euro Million","116793"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Northern and Western","Euro Million","13557"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Border","Euro Million","5829"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","West","Euro Million","7728"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Southern","Euro Million","29897"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Mid-West","Euro Million","8891"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","South-East","Euro Million","7236"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","South-West","Euro Million","13770"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Eastern and Midland","Euro Million","73339"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Dublin","Euro Million","57438"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Dublin and Mid-East","Euro Million","68869"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Mid-East","Euro Million","11432"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2007","Midland","Euro Million","4469"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","State","Euro Million","117189"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Northern and Western","Euro Million","13298"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Border","Euro Million","5680"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","West","Euro Million","7618"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Southern","Euro Million","30399"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Mid-West","Euro Million","9003"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","South-East","Euro Million","7404"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","South-West","Euro Million","13993"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Eastern and Midland","Euro Million","73492"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Dublin","Euro Million","57694"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Dublin and Mid-East","Euro Million","69057"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Mid-East","Euro Million","11363"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2008","Midland","Euro Million","4435"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","State","Euro Million","107973"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Northern and Western","Euro Million","13090"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Border","Euro Million","5501"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","West","Euro Million","7589"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Southern","Euro Million","27938"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Mid-West","Euro Million","8345"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","South-East","Euro Million","6723"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","South-West","Euro Million","12869"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Eastern and Midland","Euro Million","66945"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Dublin","Euro Million","52098"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Dublin and Mid-East","Euro Million","62667"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Mid-East","Euro Million","10570"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2009","Midland","Euro Million","4278"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","State","Euro Million","111602"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Northern and Western","Euro Million","12635"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Border","Euro Million","5277"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","West","Euro Million","7358"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Southern","Euro Million","28595"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Mid-West","Euro Million","8631"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","South-East","Euro Million","6755"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","South-West","Euro Million","13209"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Eastern and Midland","Euro Million","70372"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Dublin","Euro Million","55394"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Dublin and Mid-East","Euro Million","66158"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Mid-East","Euro Million","10764"
"GVA at Basic Prices - Market and Non Market Services (Euro Million)","2010","Midland","Euro Million","4214"
